J. Schmied (Centre-back),https://datamb.football/J_Schmied_Centre-back_stats
S. Sebulonsen (Centre-back),https://datamb.football/S_Sebulonsen_Centre-back_stats
T. Hübers (Centre-back),https://datamb.football/T_Hubers_Centre-back_stats
E. Martel (Centre-back),https://datamb.football/E_Martel_Centre-back_stats
A. Romagnoli (Centre-back),https://datamb.football/A_Romagnoli_Centre-back_stats
Mario Gila (Centre-back),https://datamb.football/Mario_Gila_Centre-back_stats
A. Sanganté (Centre-back),https://datamb.football/A_Sangante_Centre-back_stats
G. Lloris (Centre-back),https://datamb.football/G_Lloris_Centre-back_stats
Kialonda Gaspar (Centre-back),https://datamb.football/Kialonda_Gaspar_Centre-back_stats
Tiago Gabriel (Centre-back),https://datamb.football/Tiago_Gabriel_Centre-back_stats
